"Year","Region","Variable","Value","Log Scale"
2006,"New Brunswick","Canada-Wide CPI (2021=100)",77.0480225988701,4.3444288975675
2007,"New Brunswick","Canada-Wide CPI (2021=100)",78.7429378531073,4.36618859562865
2008,"New Brunswick","Canada-Wide CPI (2021=100)",80.5790960451977,4.3892392615965
2009,"New Brunswick","Canada-Wide CPI (2021=100)",80.7909604519774,4.39186508367417
2010,"New Brunswick","Canada-Wide CPI (2021=100)",82.274011299435,4.41005527773423
2011,"New Brunswick","Canada-Wide CPI (2021=100)",84.6751412429379,4.43882206676194
2012,"New Brunswick","Canada-Wide CPI (2021=100)",85.9463276836158,4.45372300472195
2013,"New Brunswick","Canada-Wide CPI (2021=100)",86.7231638418079,4.46272102044151
2014,"New Brunswick","Canada-Wide CPI (2021=100)",88.4180790960452,4.48207646339447
2015,"New Brunswick","Canada-Wide CPI (2021=100)",89.4067796610169,4.49319651443855
2016,"New Brunswick","Canada-Wide CPI (2021=100)",90.6779661016949,4.50731439598433
2017,"New Brunswick","Canada-Wide CPI (2021=100)",92.090395480226,4.52277065422102
2018,"New Brunswick","Canada-Wide CPI (2021=100)",94.2090395480226,4.54551613821
2019,"New Brunswick","Canada-Wide CPI (2021=100)",96.045197740113,4.56481889046452
2020,"New Brunswick","Canada-Wide CPI (2021=100)",96.7514124293785,4.5721449305566
2021,"New Brunswick","Canada-Wide CPI (2021=100)",100,4.60517018598809
1867,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1868,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1869,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1870,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1871,"Quebec","Canada-Wide CPI (2021=100)",3.51057716289183,1.25578045783232
1872,"Quebec","Canada-Wide CPI (2021=100)",3.83571192489395,1.34435505641548
1873,"Quebec","Canada-Wide CPI (2021=100)",3.8049560826028,1.33630444922412
1874,"Quebec","Canada-Wide CPI (2021=100)",3.70390093640753,1.30938657139591
1875,"Quebec","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1876,"Quebec","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1877,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1878,"Quebec","Canada-Wide CPI (2021=100)",3.3436162473416,1.20705293006709
1879,"Quebec","Canada-Wide CPI (2021=100)",3.31286040505045,1.19781198691855
1880,"Quebec","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1881,"Quebec","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1882,"Quebec","Canada-Wide CPI (2021=100)",3.78557225935513,1.33119706683635
1883,"Quebec","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1884,"Quebec","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1885,"Quebec","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1886,"Quebec","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1887,"Quebec","Canada-Wide CPI (2021=100)",3.50980189799768,1.25555959656812
1888,"Quebec","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1889,"Quebec","Canada-Wide CPI (2021=100)",3.43459184946597,1.23389809749836
1890,"Quebec","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1891,"Quebec","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1892,"Quebec","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1893,"Quebec","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1894,"Quebec","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1895,"Quebec","Canada-Wide CPI (2021=100)",2.90812150974397,1.06750734344205
1896,"Quebec","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1897,"Quebec","Canada-Wide CPI (2021=100)",3.08361198980029,1.12610163384301
1898,"Quebec","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1899,"Quebec","Canada-Wide CPI (2021=100)",3.1086818225697,1.13419878507704
1900,"Quebec","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1901,"Quebec","Canada-Wide CPI (2021=100)",3.23403153664023,1.1737295126968
1902,"Quebec","Canada-Wide CPI (2021=100)",3.28417175240254,1.18911448997976
1903,"Quebec","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1904,"Quebec","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1905,"Quebec","Canada-Wide CPI (2021=100)",3.38445218392715,1.21919205690902
1906,"Quebec","Canada-Wide CPI (2021=100)",3.45966168223538,1.24117080458813
1907,"Quebec","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1908,"Quebec","Canada-Wide CPI (2021=100)",3.6351521622917,1.2906509704372
1909,"Quebec","Canada-Wide CPI (2021=100)",3.71036166059993,1.31112935450971
1910,"Quebec","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1911,"Quebec","Canada-Wide CPI (2021=100)",3.91092197342566,1.36377314503119
1912,"Quebec","Canada-Wide CPI (2021=100)",4.08641245348199,1.407667434395
1913,"Quebec","Canada-Wide CPI (2021=100)",4.21176216755252,1.43788112723412
1914,"Quebec","Canada-Wide CPI (2021=100)",4.23728813559322,1.44392347395653
1915,"Quebec","Canada-Wide CPI (2021=100)",4.30790960451977,1.46045277590774
1916,"Quebec","Canada-Wide CPI (2021=100)",4.7316384180791,1.55427153112539
1917,"Quebec","Canada-Wide CPI (2021=100)",5.57909604519774,1.71902676420145
1918,"Quebec","Canada-Wide CPI (2021=100)",6.28531073446328,1.83821528146657
1919,"Quebec","Canada-Wide CPI (2021=100)",6.92090395480226,1.934546390405
1920,"Quebec","Canada-Wide CPI (2021=100)",8.05084745762712,2.08577736012892
1921,"Quebec","Canada-Wide CPI (2021=100)",7.06214689265537,1.95474909772252
1922,"Quebec","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1923,"Quebec","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1924,"Quebec","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1925,"Quebec","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1926,"Quebec","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1927,"Quebec","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1928,"Quebec","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1929,"Quebec","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1930,"Quebec","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1931,"Quebec","Canada-Wide CPI (2021=100)",5.7909604519774,1.75629815899868
1932,"Quebec","Canada-Wide CPI (2021=100)",5.29661016949153,1.66706702527074
1933,"Quebec","Canada-Wide CPI (2021=100)",5.01412429378531,1.61225878877574
1934,"Quebec","Canada-Wide CPI (2021=100)",5.08474576271187,1.62624503075048
1935,"Quebec","Canada-Wide CPI (2021=100)",5.15536723163842,1.64003835288282
1936,"Quebec","Canada-Wide CPI (2021=100)",5.22598870056497,1.6536440049386
1937,"Quebec","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1938,"Quebec","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1939,"Quebec","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1940,"Quebec","Canada-Wide CPI (2021=100)",5.64971751412429,1.73160554640831
1941,"Quebec","Canada-Wide CPI (2021=100)",6.00282485875706,1.79223016822474
1942,"Quebec","Canada-Wide CPI (2021=100)",6.21468926553672,1.82691572621263
1943,"Quebec","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1944,"Quebec","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1945,"Quebec","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1946,"Quebec","Canada-Wide CPI (2021=100)",6.63841807909604,1.89287369400443
1947,"Quebec","Canada-Wide CPI (2021=100)",7.27401129943503,1.98430789996406
1948,"Quebec","Canada-Wide CPI (2021=100)",8.33333333333333,2.12026353620009
1949,"Quebec","Canada-Wide CPI (2021=100)",8.61581920903955,2.15359995646768
1950,"Quebec","Canada-Wide CPI (2021=100)",8.82768361581921,2.17789264903673
1951,"Quebec","Canada-Wide CPI (2021=100)",9.74576271186441,2.27683259689163
1952,"Quebec","Canada-Wide CPI (2021=100)",10.0282485875706,2.30540596933569
1953,"Quebec","Canada-Wide CPI (2021=100)",9.88700564971751,2.29122133434373
1954,"Quebec","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1955,"Quebec","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1956,"Quebec","Canada-Wide CPI (2021=100)",10.0988700564972,2.31242354199433
1957,"Quebec","Canada-Wide CPI (2021=100)",10.4519774011299,2.34679118549854
1958,"Quebec","Canada-Wide CPI (2021=100)",10.7344632768362,2.3734594325807
1959,"Quebec","Canada-Wide CPI (2021=100)",10.8050847457627,2.38001683312686
1960,"Quebec","Canada-Wide CPI (2021=100)",10.9463276836158,2.39300402865367
1961,"Quebec","Canada-Wide CPI (2021=100)",11.0875706214689,2.40582471708273
1962,"Quebec","Canada-Wide CPI (2021=100)",11.228813559322,2.41848311395466
1963,"Quebec","Canada-Wide CPI (2021=100)",11.3700564971751,2.43098327671889
1964,"Quebec","Canada-Wide CPI (2021=100)",11.5819209039548,2.44944533955862
1965,"Quebec","Canada-Wide CPI (2021=100)",11.864406779661,2.47354289113769
1966,"Quebec","Canada-Wide CPI (2021=100)",12.3587570621469,2.51436488565794
1967,"Quebec","Canada-Wide CPI (2021=100)",12.7824858757062,2.54807594300025
1968,"Quebec","Canada-Wide CPI (2021=100)",13.2768361581921,2.58602087456438
1969,"Quebec","Canada-Wide CPI (2021=100)",13.9124293785311,2.63278264047241
1970,"Quebec","Canada-Wide CPI (2021=100)",14.3361581920904,2.66278489077621
1971,"Quebec","Canada-Wide CPI (2021=100)",14.7598870056497,2.69191316369924
1972,"Quebec","Canada-Wide CPI (2021=100)",15.4661016949153,2.73865064155093
1973,"Quebec","Canada-Wide CPI (2021=100)",16.6666666666667,2.81341071676004
1974,"Quebec","Canada-Wide CPI (2021=100)",18.5028248587571,2.91792341549552
1975,"Quebec","Canada-Wide CPI (2021=100)",20.4802259887006,3.01945983471495
1976,"Quebec","Canada-Wide CPI (2021=100)",21.9632768361582,3.08937182391366
1977,"Quebec","Canada-Wide CPI (2021=100)",23.728813559322,3.16669007169763
1978,"Quebec","Canada-Wide CPI (2021=100)",25.8474576271186,3.25221224513579
1979,"Quebec","Canada-Wide CPI (2021=100)",28.2485875706215,3.34104345884241
1980,"Quebec","Canada-Wide CPI (2021=100)",31.0734463276836,3.43635363864673
1981,"Quebec","Canada-Wide CPI (2021=100)",34.9576271186441,3.55413667430312
1982,"Quebec","Canada-Wide CPI (2021=100)",38.771186440678,3.65767735324396
1983,"Quebec","Canada-Wide CPI (2021=100)",41.0310734463277,3.71432966858634
1984,"Quebec","Canada-Wide CPI (2021=100)",42.7966101694915,3.75645889780374
1985,"Quebec","Canada-Wide CPI (2021=100)",44.4915254237288,3.79529873112
1986,"Quebec","Canada-Wide CPI (2021=100)",46.3276836158192,3.83573970067852
1987,"Quebec","Canada-Wide CPI (2021=100)",48.3757062146893,3.87899774999665
1988,"Quebec","Canada-Wide CPI (2021=100)",50.2824858757062,3.9176568231464
1989,"Quebec","Canada-Wide CPI (2021=100)",52.8248587570621,3.9669818897089
1990,"Quebec","Canada-Wide CPI (2021=100)",55.3672316384181,4.01398793208483
1991,"Quebec","Canada-Wide CPI (2021=100)",58.4745762711864,4.06859206611969
1992,"Quebec","Canada-Wide CPI (2021=100)",59.3220338983051,4.08298080357179
1993,"Quebec","Canada-Wide CPI (2021=100)",60.4519774011299,4.10184928787617
1994,"Quebec","Canada-Wide CPI (2021=100)",60.5225988700565,4.10301683033221
1995,"Quebec","Canada-Wide CPI (2021=100)",61.864406779661,4.12494500267082
1996,"Quebec","Canada-Wide CPI (2021=100)",62.7824858757062,4.13967614724833
1997,"Quebec","Canada-Wide CPI (2021=100)",63.8418079096045,4.1564082721266
1998,"Quebec","Canada-Wide CPI (2021=100)",64.4774011299435,4.16631479232939
1999,"Quebec","Canada-Wide CPI (2021=100)",65.6073446327684,4.18368765054826
2000,"Quebec","Canada-Wide CPI (2021=100)",67.3728813559322,4.21024258318271
2001,"Quebec","Canada-Wide CPI (2021=100)",69.0677966101695,4.23508858176924
2002,"Quebec","Canada-Wide CPI (2021=100)",70.6214689265537,4.25733419071656
2003,"Quebec","Canada-Wide CPI (2021=100)",72.5988700564972,4.28494935774954
2004,"Quebec","Canada-Wide CPI (2021=100)",73.9406779661017,4.30326312260496
2005,"Quebec","Canada-Wide CPI (2021=100)",75.5649717514124,4.32499283919038
2006,"Quebec","Canada-Wide CPI (2021=100)",77.0480225988701,4.3444288975675
2007,"Quebec","Canada-Wide CPI (2021=100)",78.7429378531073,4.36618859562865
2008,"Quebec","Canada-Wide CPI (2021=100)",80.5790960451977,4.3892392615965
2009,"Quebec","Canada-Wide CPI (2021=100)",80.7909604519774,4.39186508367417
2010,"Quebec","Canada-Wide CPI (2021=100)",82.274011299435,4.41005527773423
2011,"Quebec","Canada-Wide CPI (2021=100)",84.6751412429379,4.43882206676194
2012,"Quebec","Canada-Wide CPI (2021=100)",85.9463276836158,4.45372300472195
2013,"Quebec","Canada-Wide CPI (2021=100)",86.7231638418079,4.46272102044151
2014,"Quebec","Canada-Wide CPI (2021=100)",88.4180790960452,4.48207646339447
2015,"Quebec","Canada-Wide CPI (2021=100)",89.4067796610169,4.49319651443855
2016,"Quebec","Canada-Wide CPI (2021=100)",90.6779661016949,4.50731439598433
2017,"Quebec","Canada-Wide CPI (2021=100)",92.090395480226,4.52277065422102
2018,"Quebec","Canada-Wide CPI (2021=100)",94.2090395480226,4.54551613821
2019,"Quebec","Canada-Wide CPI (2021=100)",96.045197740113,4.56481889046452
2020,"Quebec","Canada-Wide CPI (2021=100)",96.7514124293785,4.5721449305566
2021,"Quebec","Canada-Wide CPI (2021=100)",100,4.60517018598809
1867,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1868,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1869,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1870,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1871,"Ontario","Canada-Wide CPI (2021=100)",3.51057716289183,1.25578045783232
1872,"Ontario","Canada-Wide CPI (2021=100)",3.83571192489395,1.34435505641548
1873,"Ontario","Canada-Wide CPI (2021=100)",3.8049560826028,1.33630444922412
1874,"Ontario","Canada-Wide CPI (2021=100)",3.70390093640753,1.30938657139591
1875,"Ontario","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1876,"Ontario","Canada-Wide CPI (2021=100)",3.54133300518298,1.26450321140303
1877,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1878,"Ontario","Canada-Wide CPI (2021=100)",3.3436162473416,1.20705293006709
1879,"Ontario","Canada-Wide CPI (2021=100)",3.31286040505045,1.19781198691855
1880,"Ontario","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1881,"Ontario","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1882,"Ontario","Canada-Wide CPI (2021=100)",3.78557225935513,1.33119706683635
1883,"Ontario","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1884,"Ontario","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1885,"Ontario","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1886,"Ontario","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1887,"Ontario","Canada-Wide CPI (2021=100)",3.50980189799768,1.25555959656812
1888,"Ontario","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1889,"Ontario","Canada-Wide CPI (2021=100)",3.43459184946597,1.23389809749836
1890,"Ontario","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1891,"Ontario","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1892,"Ontario","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1893,"Ontario","Canada-Wide CPI (2021=100)",3.33431196816484,1.20426635168615
1894,"Ontario","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1895,"Ontario","Canada-Wide CPI (2021=100)",2.90812150974397,1.06750734344205
1896,"Ontario","Canada-Wide CPI (2021=100)",3.05854160680739,1.1179382032723
1897,"Ontario","Canada-Wide CPI (2021=100)",3.08361198980029,1.12610163384301
1898,"Ontario","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1899,"Ontario","Canada-Wide CPI (2021=100)",3.1086818225697,1.13419878507704
1900,"Ontario","Canada-Wide CPI (2021=100)",3.20896170387082,1.16594742808045
1901,"Ontario","Canada-Wide CPI (2021=100)",3.23403153664023,1.1737295126968
1902,"Ontario","Canada-Wide CPI (2021=100)",3.28417175240254,1.18911448997976
1903,"Ontario","Canada-Wide CPI (2021=100)",3.30924158517195,1.19671903478822
1904,"Ontario","Canada-Wide CPI (2021=100)",3.35938180093425,1.21175696923009
1905,"Ontario","Canada-Wide CPI (2021=100)",3.38445218392715,1.21919205690902
1906,"Ontario","Canada-Wide CPI (2021=100)",3.45966168223538,1.24117080458813
1907,"Ontario","Canada-Wide CPI (2021=100)",3.55994211375999,1.26974428455196
1908,"Ontario","Canada-Wide CPI (2021=100)",3.6351521622917,1.2906509704372
1909,"Ontario","Canada-Wide CPI (2021=100)",3.71036166059993,1.31112935450971
1910,"Ontario","Canada-Wide CPI (2021=100)",3.81064209212454,1.33779770305602
1911,"Ontario","Canada-Wide CPI (2021=100)",3.91092197342566,1.36377314503119
1912,"Ontario","Canada-Wide CPI (2021=100)",4.08641245348199,1.407667434395
1913,"Ontario","Canada-Wide CPI (2021=100)",4.21176216755252,1.43788112723412
1914,"Ontario","Canada-Wide CPI (2021=100)",4.23728813559322,1.44392347395653
1915,"Ontario","Canada-Wide CPI (2021=100)",4.30790960451977,1.46045277590774
1916,"Ontario","Canada-Wide CPI (2021=100)",4.7316384180791,1.55427153112539
1917,"Ontario","Canada-Wide CPI (2021=100)",5.57909604519774,1.71902676420145
1918,"Ontario","Canada-Wide CPI (2021=100)",6.28531073446328,1.83821528146657
1919,"Ontario","Canada-Wide CPI (2021=100)",6.92090395480226,1.934546390405
1920,"Ontario","Canada-Wide CPI (2021=100)",8.05084745762712,2.08577736012892
1921,"Ontario","Canada-Wide CPI (2021=100)",7.06214689265537,1.95474909772252
1922,"Ontario","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1923,"Ontario","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1924,"Ontario","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1925,"Ontario","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1926,"Ontario","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1927,"Ontario","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1928,"Ontario","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1929,"Ontario","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1930,"Ontario","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1931,"Ontario","Canada-Wide CPI (2021=100)",5.7909604519774,1.75629815899868
1932,"Ontario","Canada-Wide CPI (2021=100)",5.29661016949153,1.66706702527074
1933,"Ontario","Canada-Wide CPI (2021=100)",5.01412429378531,1.61225878877574
1934,"Ontario","Canada-Wide CPI (2021=100)",5.08474576271187,1.62624503075048
1935,"Ontario","Canada-Wide CPI (2021=100)",5.15536723163842,1.64003835288282
1936,"Ontario","Canada-Wide CPI (2021=100)",5.22598870056497,1.6536440049386
1937,"Ontario","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1938,"Ontario","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1939,"Ontario","Canada-Wide CPI (2021=100)",5.43785310734463,1.69338433358811
1940,"Ontario","Canada-Wide CPI (2021=100)",5.64971751412429,1.73160554640831
1941,"Ontario","Canada-Wide CPI (2021=100)",6.00282485875706,1.79223016822474
1942,"Ontario","Canada-Wide CPI (2021=100)",6.21468926553672,1.82691572621263
1943,"Ontario","Canada-Wide CPI (2021=100)",6.35593220338983,1.84938858206469
1944,"Ontario","Canada-Wide CPI (2021=100)",6.42655367231638,1.86043841825128
1945,"Ontario","Canada-Wide CPI (2021=100)",6.49717514124294,1.87136748878347
1946,"Ontario","Canada-Wide CPI (2021=100)",6.63841807909604,1.89287369400443
1947,"Ontario","Canada-Wide CPI (2021=100)",7.27401129943503,1.98430789996406
1948,"Ontario","Canada-Wide CPI (2021=100)",8.33333333333333,2.12026353620009
1949,"Ontario","Canada-Wide CPI (2021=100)",8.61581920903955,2.15359995646768
1950,"Ontario","Canada-Wide CPI (2021=100)",8.82768361581921,2.17789264903673
1951,"Ontario","Canada-Wide CPI (2021=100)",9.74576271186441,2.27683259689163
1952,"Ontario","Canada-Wide CPI (2021=100)",10.0282485875706,2.30540596933569
1953,"Ontario","Canada-Wide CPI (2021=100)",9.88700564971751,2.29122133434373
1954,"Ontario","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1955,"Ontario","Canada-Wide CPI (2021=100)",9.95762711864407,2.29833880211259
1956,"Ontario","Canada-Wide CPI (2021=100)",10.0988700564972,2.31242354199433
1957,"Ontario","Canada-Wide CPI (2021=100)",10.4519774011299,2.34679118549854
1958,"Ontario","Canada-Wide CPI (2021=100)",10.7344632768362,2.3734594325807
1959,"Ontario","Canada-Wide CPI (2021=100)",10.8050847457627,2.38001683312686
1960,"Ontario","Canada-Wide CPI (2021=100)",10.9463276836158,2.39300402865367
1961,"Ontario","Canada-Wide CPI (2021=100)",11.0875706214689,2.40582471708273
1962,"Ontario","Canada-Wide CPI (2021=100)",11.228813559322,2.41848311395466
1963,"Ontario","Canada-Wide CPI (2021=100)",11.3700564971751,2.43098327671889
1964,"Ontario","Canada-Wide CPI (2021=100)",11.5819209039548,2.44944533955862
1965,"Ontario","Canada-Wide CPI (2021=100)",11.864406779661,2.47354289113769
1966,"Ontario","Canada-Wide CPI (2021=100)",12.3587570621469,2.51436488565794
1967,"Ontario","Canada-Wide CPI (2021=100)",12.7824858757062,2.54807594300025
1968,"Ontario","Canada-Wide CPI (2021=100)",13.2768361581921,2.58602087456438
1969,"Ontario","Canada-Wide CPI (2021=100)",13.9124293785311,2.63278264047241
1970,"Ontario","Canada-Wide CPI (2021=100)",14.3361581920904,2.66278489077621
1971,"Ontario","Canada-Wide CPI (2021=100)",14.7598870056497,2.69191316369924
1972,"Ontario","Canada-Wide CPI (2021=100)",15.4661016949153,2.73865064155093
1973,"Ontario","Canada-Wide CPI (2021=100)",16.6666666666667,2.81341071676004
1974,"Ontario","Canada-Wide CPI (2021=100)",18.5028248587571,2.91792341549552
1975,"Ontario","Canada-Wide CPI (2021=100)",20.4802259887006,3.01945983471495
1976,"Ontario","Canada-Wide CPI (2021=100)",21.9632768361582,3.08937182391366
1977,"Ontario","Canada-Wide CPI (2021=100)",23.728813559322,3.16669007169763
1978,"Ontario","Canada-Wide CPI (2021=100)",25.8474576271186,3.25221224513579
1979,"Ontario","Canada-Wide CPI (2021=100)",28.2485875706215,3.34104345884241
1980,"Ontario","Canada-Wide CPI (2021=100)",31.0734463276836,3.43635363864673
1981,"Ontario","Canada-Wide CPI (2021=100)",34.9576271186441,3.55413667430312
1982,"Ontario","Canada-Wide CPI (2021=100)",38.771186440678,3.65767735324396
1983,"Ontario","Canada-Wide CPI (2021=100)",41.0310734463277,3.71432966858634
1984,"Ontario","Canada-Wide CPI (2021=100)",42.7966101694915,3.75645889780374
1985,"Ontario","Canada-Wide CPI (2021=100)",44.4915254237288,3.79529873112
1986,"Ontario","Canada-Wide CPI (2021=100)",46.3276836158192,3.83573970067852
1987,"Ontario","Canada-Wide CPI (2021=100)",48.3757062146893,3.87899774999665
1988,"Ontario","Canada-Wide CPI (2021=100)",50.2824858757062,3.9176568231464
1989,"Ontario","Canada-Wide CPI (2021=100)",52.8248587570621,3.9669818897089
1990,"Ontario","Canada-Wide CPI (2021=100)",55.3672316384181,4.01398793208483
1991,"Ontario","Canada-Wide CPI (2021=100)",58.4745762711864,4.06859206611969
1992,"Ontario","Canada-Wide CPI (2021=100)",59.3220338983051,4.08298080357179
1993,"Ontario","Canada-Wide CPI (2021=100)",60.4519774011299,4.10184928787617
1994,"Ontario","Canada-Wide CPI (2021=100)",60.5225988700565,4.10301683033221
1995,"Ontario","Canada-Wide CPI (2021=100)",61.864406779661,4.12494500267082
1996,"Ontario","Canada-Wide CPI (2021=100)",62.7824858757062,4.13967614724833
1997,"Ontario","Canada-Wide CPI (2021=100)",63.8418079096045,4.1564082721266
1998,"Ontario","Canada-Wide CPI (2021=100)",64.4774011299435,4.16631479232939
1999,"Ontario","Canada-Wide CPI (2021=100)",65.6073446327684,4.18368765054826
2000,"Ontario","Canada-Wide CPI (2021=100)",67.3728813559322,4.21024258318271
2001,"Ontario","Canada-Wide CPI (2021=100)",69.0677966101695,4.23508858176924
2002,"Ontario","Canada-Wide CPI (2021=100)",70.6214689265537,4.25733419071656
2003,"Ontario","Canada-Wide CPI (2021=100)",72.5988700564972,4.28494935774954
2004,"Ontario","Canada-Wide CPI (2021=100)",73.9406779661017,4.30326312260496
2005,"Ontario","Canada-Wide CPI (2021=100)",75.5649717514124,4.32499283919038
2006,"Ontario","Canada-Wide CPI (2021=100)",77.0480225988701,4.3444288975675
2007,"Ontario","Canada-Wide CPI (2021=100)",78.7429378531073,4.36618859562865
2008,"Ontario","Canada-Wide CPI (2021=100)",80.5790960451977,4.3892392615965
2009,"Ontario","Canada-Wide CPI (2021=100)",80.7909604519774,4.39186508367417
2010,"Ontario","Canada-Wide CPI (2021=100)",82.274011299435,4.41005527773423
2011,"Ontario","Canada-Wide CPI (2021=100)",84.6751412429379,4.43882206676194
2012,"Ontario","Canada-Wide CPI (2021=100)",85.9463276836158,4.45372300472195
2013,"Ontario","Canada-Wide CPI (2021=100)",86.7231638418079,4.46272102044151
2014,"Ontario","Canada-Wide CPI (2021=100)",88.4180790960452,4.48207646339447
2015,"Ontario","Canada-Wide CPI (2021=100)",89.4067796610169,4.49319651443855
2016,"Ontario","Canada-Wide CPI (2021=100)",90.6779661016949,4.50731439598433
2017,"Ontario","Canada-Wide CPI (2021=100)",92.090395480226,4.52277065422102
2018,"Ontario","Canada-Wide CPI (2021=100)",94.2090395480226,4.54551613821
2019,"Ontario","Canada-Wide CPI (2021=100)",96.045197740113,4.56481889046452
2020,"Ontario","Canada-Wide CPI (2021=100)",96.7514124293785,4.5721449305566
2021,"Ontario","Canada-Wide CPI (2021=100)",100,4.60517018598809
1867,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1868,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1869,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1870,"Manitoba","Canada-Wide CPI (2021=100)",3.40952201669656,1.22657211041382
1871,"Manitoba","Canada-Wide CPI (2021=100)",3.51057716289183,1.25578045783232
1872,"Manitoba","Canada-Wide CPI (2021=100)",3.83571192489395,1.34435505641548
1873,"Manitoba","Canada-Wide CPI (2021=100)",3.8049560826028,1.33630444922412
